Country	Operator	Network	CC	MCC	MNC	OperatorId	Command	
Faroe Islands	Faroese Telecom	Faroese Telecom	298	288	01	242	Edit	
Faroe Islands	Kall	Vodafone Faroe Islands	298	288	02	243	Edit	
Faroe Islands	Kall	Vodafone Faroe Islands	298	288	998	243	Edit	
Faroe Islands	Unallocated prefix	Unallocated prefix	298	n/a	n/a	245	Edit	
Fiji	Digicel Fiji	Digicel Fiji	679	542	02	1070	Edit	
Fiji	Unallocated prefix	Unallocated prefix	679	n/a	n/a	246	Edit	
Fiji	Vodafone Fiji	Vodafone Fiji	679	542	01	247	Edit	
Finland	Alands Mobiltelefon	Alands Mobiltelefon	358	244	14	248	Edit	
Finland	DNA Finland	DNA Finland	358	244	03	249	Edit	
Finland	DNA Finland	DNA Finland	358	244	12	249	Edit	
Finland	Elisa Finland	Elisa Finland	358	244	05	250	Edit	
Finland	Saunalahti	Saunalahti	358	244	21	251	Edit	
Finland	TeliaSonera Finland	Sonera	358	244	91	252	Edit	
Finland	Unallocated prefix	Unallocated prefix	358	n/a	n/a	253	Edit	
France	Bouygues Telecom	Bouygues Telecom	33	208	20	254	Edit	
France	Bouygues Telecom	Bouygues Telecom	33	208	21	254	Edit	
France	Bouygues Telecom	Bouygues Telecom	33	208	88	254	Edit	
France	Completel France	Completel France	33	208	08	1474	Edit	
France	Coriolis Telecom	Coriolis Telecom	33	208	27	1621	Edit	
France	Free Mobile	Free Mobile	33	208	15	1239	Edit	
France	Free Mobile	Free Mobile	33	208	16	1239	Edit	
France	Legos	Legos	33	208	17	1538	Edit	
France	Lycamobile France	Lycamobile France	33	208	25	1470	Edit	
France	MobiquiThings France	MobiquiThings France	33	208	03	1544	Edit	
France	MobiquiThings France	MobiquiThings France	33	208	24	1544	Edit	
France	Mundio Mobile France	Mundio Mobile France	33	208	31	1477	Edit	
France	NRJ Mobile	NRJ Mobile	33	208	26	1442	Edit	
France	Omea Telecom	Virgin Mobile	33	n/a	n/a	1432	Edit	
France	Orange France	Orange France	33	208	01	255	Edit	
France	Orange France	Orange France	33	208	02	255	Edit	
France	Orange France	Orange France	33	208	91	255	Edit	
France	Orange France	Orange France	33	208	95	255	Edit	
France	SFR	SFR	33	208	09	256	Edit	
France	SFR	SFR	33	208	10	256	Edit	
France	SFR	SFR	33	208	11	256	Edit	
France	SFR	SFR	33	208	13	256	Edit	
France	SFR	SFR	33	208	23	256	Edit	
France	SFR	SFR	33	208	89	256	Edit	
France	Transatel Mobile	Transatel Mobile	33	208	22	1476	Edit	
France	Unallocated prefix	Unallocated prefix	33	n/a	n/a	257	Edit	
French Guiana	Digicel French Guiana	Digicel French Guiana	594	340	020	258	Edit	
French Guiana	Orange Caribe French Guiana	Orange Caribe French Guiana	594	340	001	259	Edit	
French Guiana	Outremer Telecom French Guiana	Outremer Telecom French Guiana	594	340	002	260	Edit	
French Guiana	Unallocated prefix	Unallocated prefix	594	n/a	n/a	261	Edit	
French Polynesia	PMT	Vodafone Polynesia	689	547	15	1457	Edit	
French Polynesia	Tikiphone	Vini	689	547	20	262	Edit	
French Polynesia	Unallocated prefix	Unallocated prefix	689	n/a	n/a	263	Edit	
Gabon	Airtel Gabon	Airtel Gabon	241	628	03	265	Edit	
Gabon	Atlantique Telecom Gabon	Moov Gabon	241	628	02	264	Edit	
Gabon	Libertis Gabon	Libertis Gabon	241	628	01	266	Edit	
Gabon	USAN Gabon	Azur Gabon	241	628	04	1126	Edit	
Gabon	Unallocated prefix	Unallocated prefix	241	n/a	n/a	267	Edit	
Gambia	Africell Gambia	Africell Gambia	220	607	02	268	Edit	
Gambia	Comium Gambia	Comium Gambia	220	607	03	269	Edit	
Gambia	Gamcell	Gamcell	220	607	01	270	Edit	
Gambia	Qcell Limited	Qcell	220	607	04	1135	Edit	
Gambia	Unallocated prefix	Unallocated prefix	220	n/a	n/a	271	Edit	
Georgia	Aquafon	Aquafon	995	282	67	1391	Edit	
Georgia	Geocell	Geocell	995	282	01	272	Edit	
Georgia	Magticom	Magticom	995	282	02	273	Edit	
Georgia	Magticom	Magticom	995	282	03	273	Edit	
Georgia	Mobitel Georgia	Beeline Georgia	995	282	04	274	Edit	
Georgia	Silknet	Silknet	995	282	05	1449	Edit	
Georgia	Unallocated prefix	Unallocated prefix	995	n/a	n/a	275	Edit	
Germany	E-Plus	E-Plus	49	262	03	276	Edit	
Germany	E-Plus	E-Plus	49	262	16	276	Edit	
Germany	Lycamobile Germany	Lycamobile Germany	49	262	43	1375	Edit	
Germany	Sipgate Wireless	Sipgate Wireless	49	262	12	1532	Edit	
Germany	Telefonica O2 Germany	O2 Germany	49	262	07	277	Edit	
Germany	Telefonica O2 Germany	O2 Germany	49	262	08	277	Edit	
Germany	Telefonica O2 Germany	O2 Germany	49	262	11	277	Edit	
Germany	Telekom Germany	Telekom Germany	49	262	01	278	Edit	
Germany	Telekom Germany	Telekom Germany	49	262	06	278	Edit	
Germany	Unallocated prefix	Unallocated prefix	49	n/a	n/a	279	Edit	
Germany	Vodafone D2	Vodafone Germany	49	262	02	280	Edit	
Germany	Vodafone D2	Vodafone Germany	49	262	04	280	Edit	
Germany	Vodafone D2	Vodafone Germany	49	262	09	280	Edit	
Ghana	Airtel Ghana	Airtel Ghana	233	620	06	1055	Edit	
Ghana	Ghana Telecom	Vodafone Ghana	233	620	02	281	Edit	
Ghana	Glo Mobile Ghana	Glo Mobile Ghana	233	620	07	1054	Edit	
Ghana	Glo Mobile Ghana	Glo Mobile Ghana	233	620	997	1054	Edit	
Ghana	Millicom Ghana	Tigo Ghana	233	620	03	283	Edit	
Ghana	Scancom	MTN Ghana	233	620	01	284	Edit	
Ghana	Sudatel Ghana	Expresso Ghana	233	620	04	282	Edit	
Ghana	Unallocated prefix	Unallocated prefix	233	n/a	n/a	285	Edit	
Gibraltar	CTS	CTS Gibraltar	350	266	06	1385	Edit	
Gibraltar	Gibtel	Gibtel	350	266	01	286	Edit	
Gibraltar	Unallocated prefix	Unallocated prefix	350	n/a	n/a	287	Edit	
Global Mobile Satellite System	Ellipso	Ellipso	881	901	989	1024	Edit	
Global Mobile Satellite System	Globalstar	Globalstar	881	901	987	1053	Edit	
Global Mobile Satellite System	ICO Global Communications	ICO Global Communications	881	901	990	1023	Edit	
Global Mobile Satellite System	Iridium	Iridium	881	901	988	1052	Edit	
Global Mobile Satellite System	Unallocated prefix	Unallocated prefix	881	n/a	n/a	1051	Edit	
Greece	Cosmote	Cosmote	30	202	01	288	Edit	
Greece	Unallocated prefix	Unallocated prefix	30	n/a	n/a	290	Edit	
Greece	Vodafone Panafon	Vodafone Greece	30	202	05	292	Edit	
Greece	Vodafone Panafon	Vodafone Greece	30	202	14	292	Edit	
Greece	Wind Hellas	Wind Hellas	30	202	09	291	Edit	
Greece	Wind Hellas	Wind Hellas	30	202	10	291	Edit	
Greenland	TELE Greenland	TELE Greenland	299	290	01	293	Edit	
Greenland	Unallocated prefix	Unallocated prefix	299	n/a	n/a	294	Edit	
Grenada	C&W Grenada	C&W Grenada	1473	352	110	295	Edit	
Grenada	Digicel Grenada	Digicel Grenada	1473	352	30	296	Edit	
Grenada	Grenada Wireless Holdings	AT&T Grenada	1473	352	998	1005	Edit	
Grenada	Unallocated prefix	Unallocated prefix	1473	n/a	n/a	297	Edit	
Guadeloupe	Dauphin Telecom	Amigo GSM	590	340	08	298	Edit	
Guadeloupe	Digicel Guadeloupe	Digicel Guadeloupe	590	340	20	1000	Edit	
Guadeloupe	Orange Caraibe Guadeloupe	Orange Caraibe Guadeloupe	590	340	01	998	Edit	
Guadeloupe	Outremer Telecom Guadeloupe	Outremer Telecom Guadeloupe	590	340	02	999	Edit	
Guadeloupe	UTS Caraibe	Tel Cell	590	340	03	299	Edit	
Guadeloupe	Unallocated prefix	Unallocated prefix	590	n/a	n/a	987	Edit	
Guam	DOCOMO Pacific	DOCOMO Pacific	1671	310	370	300	Edit	
Guam	IT&E Wireless Guam	IT&E Wireless Guam	1671	310	32	301	Edit	
Guam	Pulse Mobile	GTA Wireless	1671	310	140	302	Edit	
Guam	Unallocated prefix	Unallocated prefix	1671	n/a	n/a	1151	Edit	
Guatemala	Comcel Guatemala	Tigo Guatemala	502	704	02	304	Edit	
Guatemala	Sercom Guatemala	Claro Guatemala	502	704	01	305	Edit	
Guatemala	Telefonica Guatemala	Telefonica Guatemala	502	704	03	306	Edit	
Guatemala	Unallocated prefix	Unallocated prefix	502	n/a	n/a	307	Edit	
Guernsey	Guernsey Airtel	Guernsey Airtel	44	234	995	309	Edit	
Guernsey	Sure Guernsey	Sure Guernsey	44	234	55	308	Edit	
Guernsey	Wave Telecom	JT-Wave	44	234	992	311	Edit	
Guinea	Areeba Guinea	MTN Guinea	224	611	04	312	Edit	
Guinea	Cellcom Guinea	Cellcom Guinea	224	611	05	313	Edit	
Guinea	Intercel Guinea	Telecel Guinea	224	611	03	314	Edit	
Guinea	Orange Guinea	Orange Guinea	224	611	01	315	Edit	
Guinea	Sotelgui	Lagui	224	611	02	316	Edit	
Guinea	Unallocated prefix	Unallocated prefix	224	n/a	n/a	317	Edit	
Guinea-Bissau	Guinetel	Guinetel	245	632	01	318	Edit	
Guinea-Bissau	Guinetel	Guinetel	245	632	07	318	Edit	
Guinea-Bissau	Orange Bissau	Orange Bissau	245	632	03	319	Edit	
Guinea-Bissau	Spacetel Guinea-Bissau	MTN Guinea-Bissau	245	632	02	320	Edit	
Guinea-Bissau	Unallocated prefix	Unallocated prefix	245	n/a	n/a	321	Edit	
Guyana	Guyana Telephone & Telegraph	Cellink Plus	592	738	02	322	Edit	
Guyana	U-Mobile	Digicel Guyana	592	738	01	323	Edit	
Guyana	Unallocated prefix	Unallocated prefix	592	n/a	n/a	324	Edit	
Haiti	Digicel Haiti	Digicel Haiti	509	372	01	326	Edit	
Haiti	Digicel Haiti	Digicel Haiti	509	372	02	326	Edit	
Haiti	Digicel Haiti	Digicel Haiti	509	372	50	326	Edit	
Haiti	Haitel	Haitel	509	372	998	327	Edit	
Haiti	Natcom	Natcom	509	372	03	1437	Edit	
Haiti	Natcom	Natcom	509	372	30	1437	Edit	
Haiti	Rectel	Rectel	509	372	997	328	Edit	
Haiti	Unallocated prefix	Unallocated prefix	509	n/a	n/a	329	Edit	
Honduras	Hondutel	Hondutel	504	708	30	1112	Edit	
Honduras	Sercom Honduras	Claro Honduras	504	708	01	330	Edit	
Honduras	Sercom Honduras	Claro Honduras	504	708	001	330	Edit	
Honduras	Telefonica Honduras	Tigo Honduras	504	708	02	331	Edit	
Honduras	Unallocated prefix	Unallocated prefix	504	n/a	n/a	332	Edit	
Hong Kong	CITIC	CITIC	852	454	01	1044	Edit	
Hong Kong	CSL	CSL	852	454	00	336	Edit	
Hong Kong	CSL	CSL	852	454	02	336	Edit	
Hong Kong	CSL	CSL	852	454	10	336	Edit	
Hong Kong	CSL	CSL	852	454	18	336	Edit	
Hong Kong	China Mobile Peoples Telephone	Peoples	852	454	12	333	Edit	
Hong Kong	China Mobile Peoples Telephone	Peoples	852	454	13	333	Edit	
Hong Kong	China Motion Telecom	China Motion Telecom	852	454	09	334	Edit	
Hong Kong	China Unicom International	China Unicom International	852	454	07	335	Edit	
Hong Kong	Hutchison Telecom HK	3 Hong Kong	852	454	03	337	Edit	
Hong Kong	Hutchison Telecom HK	3 Hong Kong	852	454	04	337	Edit	
Hong Kong	Hutchison Telecom HK	3 Hong Kong	852	454	05	337	Edit	
Hong Kong	Hutchison Telecom HK	3 Hong Kong	852	454	14	337	Edit	
Hong Kong	Hutchison Telecom HK	3 Hong Kong	852	454	23	337	Edit	
Hong Kong	Multibyte	Multibyte Hong Kong	852	454	24	1613	Edit	
Hong Kong	PCCW Mobile	PCCW	852	454	11	339	Edit	
Hong Kong	PCCW Mobile	PCCW	852	454	16	339	Edit	
Hong Kong	PCCW Mobile	PCCW	852	454	19	339	Edit	
Hong Kong	PCCW Mobile	PCCW	852	454	21	339	Edit	
Hong Kong	PCCW Mobile	PCCW	852	454	29	339	Edit	
Hong Kong	SmarTone	SmarToneVodafone	852	454	06	340	Edit	
Hong Kong	SmarTone	SmarToneVodafone	852	454	15	340	Edit	
Hong Kong	SmarTone	SmarToneVodafone	852	454	17	340	Edit	
Hong Kong	Trident	Trident	852	454	08	1016	Edit	
Hong Kong	Unallocated prefix	Unallocated prefix	852	n/a	n/a	341	Edit	
Hungary	T-Mobile Hungary	T-Mobile Hungary	36	216	30	343	Edit	
Hungary	Telenor Hungary	Telenor Hungary	36	216	01	342	Edit	
Hungary	Telenor Hungary	Telenor Hungary	36	216	71	342	Edit	
Hungary	Unallocated prefix	Unallocated prefix	36	n/a	n/a	344	Edit	
Hungary	Vodafone Hungary	Vodafone Hungary	36	216	70	345	Edit	
Iceland	IMC Island	Viking Wireless	354	274	04	346	Edit	
Iceland	IceCell	IceCell	354	274	07	1134	Edit	
Iceland	Nova	Nova	354	274	11	347	Edit	
Iceland	Siminn	Siminn	354	274	01	348	Edit	
Iceland	Siminn	Siminn	354	274	12	348	Edit	
Iceland	Unallocated prefix	Unallocated prefix	354	n/a	n/a	349	Edit	
Iceland	Vodafone Iceland	Vodafone Iceland	354	274	02	350	Edit	
Iceland	Vodafone Iceland	Vodafone Iceland	354	274	03	350	Edit	
India	Aircel Ltd	Aircel Andhra Pradesh	91	405	801	351	Edit	
India	Aircel Ltd	Aircel Chennai	91	404	41	352	Edit	
India	Aircel Ltd	Aircel Delhi	91	405	800	1188	Edit	
India	Aircel Ltd	Aircel Gujarat	91	405	802	1250	Edit	
India	Aircel Ltd	Aircel Karnataka	91	405	803	1251	Edit	
India	Aircel Ltd	Aircel Madhya Pradesh	91	405	808	1253	Edit	
India	Aircel Ltd	Aircel Maharashtra & Goa	91	405	804	1252	Edit	
India	Aircel Ltd	Aircel Mumbai	91	405	805	1254	Edit	
India	Aircel Ltd	Aircel Punjab	91	405	812	1614	Edit	
India	Aircel Ltd	Aircel Rajastan	91	405	806	1397	Edit	
India	Aircel Ltd	Aircel Tamilnadu	91	404	42	353	Edit	
India	Aircel Ltd	Aircel UP East	91	405	810	1189	Edit	
India	Aircel Ltd	Aircel UP West	91	405	811	1255	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Andhra Pradesh	91	404	73	354	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Assam	91	404	38	355	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Bihar	91	404	75	356	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Chennai	91	404	64	357	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Gujarat	91	404	57	358	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Haryana	91	404	34	359	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Himachal Pradesh	91	404	51	360	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Jammu & Kashmir	91	404	62	361	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Karnataka	91	404	71	362	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Kerala	91	404	72	363	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Kolkata	91	404	81	364	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Madhya Pradesh	91	404	58	365	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Maharashtra	91	404	66	366	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL North East	91	404	77	367	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Orissa	91	404	76	368	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Punjab	91	404	53	369	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Rajastan	91	404	59	370	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL Tamil Nadu	91	404	80	1280	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL UP East	91	404	55	371	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL UP West	91	404	54	372	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL West Bengal	91	404	74	373	Edit	
India	Bharat Sanchar Nigam Ltd	BSNL West Bengal	91	404	79	373	Edit	
India	Bharti Airtel	AirTel Andhra Pradesh	91	404	49	374	Edit	
India	Bharti Airtel	AirTel Assam	91	405	56	375	Edit	
India	Bharti Airtel	AirTel Bihar	91	405	52	376	Edit	
India	Bharti Airtel	AirTel Chennai	91	404	40	377	Edit	
India	Bharti Airtel	AirTel Delhi	91	404	10	378	Edit	
India	Bharti Airtel	AirTel Gujarat	91	404	98	379	Edit	
India	Bharti Airtel	AirTel Haryana	91	404	96	380	Edit	
India	Bharti Airtel	AirTel Himachal Pradesh	91	404	03	381	Edit	
India	Bharti Airtel	AirTel Jammu & Kashmir	91	405	55	1149	Edit	
India	Bharti Airtel	AirTel Karnataka	91	404	06	382	Edit	
India	Bharti Airtel	AirTel Karnataka	91	404	45	382	Edit	
India	Bharti Airtel	AirTel Kerala	91	404	95	383	Edit	
India	Bharti Airtel	AirTel Kolkata	91	404	31	384	Edit	
India	Bharti Airtel	AirTel Madhya Pradesh	91	404	93	385	Edit	
India	Bharti Airtel	AirTel Maharashtra	91	404	90	386	Edit	
India	Bharti Airtel	AirTel Mumbai	91	404	92	387	Edit	
India	Bharti Airtel	AirTel Orissa	91	405	53	388	Edit	
India	Bharti Airtel	AirTel Punjab	91	404	02	389	Edit	
India	Bharti Airtel	AirTel Tamilnadu	91	404	94	390	Edit	
India	Bharti Airtel	AirTel UP East	91	405	54	1190	Edit	
India	Bharti Airtel	AirTel UP West	91	404	97	391	Edit	
India	Bharti Airtel	AirTel West Bengal	91	405	51	392	Edit	
India	Bharti Hexacom	AirTel North East	91	404	16	393	Edit	
India	Bharti Hexacom	AirTel Rajastan	91	404	70	394	Edit	
India	Dishnet Wireless	Aircel Assam	91	404	29	396	Edit	
India	Dishnet Wireless	Aircel Bihar	91	404	25	397	Edit	
India	Dishnet Wireless	Aircel Haryana	91	405	807	398	Edit	
India	Dishnet Wireless	Aircel Himachal Pradesh	91	404	35	399	Edit	
India	Dishnet Wireless	Aircel Jammu & Kashmir	91	404	37	400	Edit	
India	Dishnet Wireless	Aircel Kerala	91	405	809	1195	Edit	
India	Dishnet Wireless	Aircel Kolkata	91	404	91	1198	Edit	
India	Dishnet Wireless	Aircel North East	91	404	33	401	Edit	
India	Dishnet Wireless	Aircel Orissa	91	404	28	402	Edit	
India	Dishnet Wireless	Aircel West Bengal	91	404	17	403	Edit	
India	Etisalat DB	Cheers Andhra Pradesh	91	405	912	1281	Edit	
India	Etisalat DB	Cheers Bihar	91	405	930	1293	Edit	
India	Etisalat DB	Cheers Delhi	91	405	913	1282	Edit	
India	Etisalat DB	Cheers Gujarat	91	405	914	1283	Edit	
India	Etisalat DB	Cheers Haryana	91	405	915	1284	Edit	
India	Etisalat DB	Cheers Karnataka	91	405	916	1285	Edit	
India	Etisalat DB	Cheers Kerala	91	405	917	1286	Edit	
India	Etisalat DB	Cheers Madhya Pradesh	91	405	931	1294	Edit	
India	Etisalat DB	Cheers Maharashtra	91	405	918	1287	Edit	
India	Etisalat DB	Cheers Mumbai	91	405	919	1193	Edit	
India	Etisalat DB	Cheers Punjab	91	405	920	1288	Edit	
India	Etisalat DB	Cheers Rajasthan	91	405	921	1289	Edit	
India	Etisalat DB	Cheers Tamil Nadu	91	405	922	1290	Edit	
India	Etisalat DB	Cheers UP East	91	405	923	1291	Edit	
India	Etisalat DB	Cheers UP West	91	405	924	1292	Edit	
India	IDEA Cellular	IDEA Andhra Pradesh	91	404	07	405	Edit	
India	IDEA Cellular	IDEA Assam	91	405	845	1295	Edit	
India	IDEA Cellular	IDEA Bihar	91	405	70	1296	Edit	
India	IDEA Cellular	IDEA Delhi	91	404	04	406	Edit	
India	IDEA Cellular	IDEA Escotel Haryana	91	404	12	407	Edit	
India	IDEA Cellular	IDEA Escotel Kerala	91	404	19	408	Edit	
India	IDEA Cellular	IDEA Gujarat	91	404	24	1492	Edit	
India	IDEA Cellular	IDEA Himachal Pradesh	91	404	82	409	Edit	
India	IDEA Cellular	IDEA Jammu & Kashmir	91	405	846	1145	Edit	
India	IDEA Cellular	IDEA Karnataja	91	405	847	1297	Edit	
India	IDEA Cellular	IDEA Kolkata	91	405	848	1298	Edit	
India	IDEA Cellular	IDEA Madhya Pradesh	91	404	78	410	Edit	
India	IDEA Cellular	IDEA Maharashtra	91	404	22	411	Edit	
India	IDEA Cellular	IDEA Mumbai	91	405	799	1172	Edit	
India	IDEA Cellular	IDEA North East	91	405	849	1299	Edit	
India	IDEA Cellular	IDEA Orissa	91	405	850	1300	Edit	
India	IDEA Cellular	IDEA Punjab	91	405	851	1301	Edit	
India	IDEA Cellular	IDEA Rajasthan	91	404	87	1302	Edit	
India	IDEA Cellular	IDEA Tamil Nadu	91	405	852	1303	Edit	
India	IDEA Cellular	IDEA UP East	91	404	89	412	Edit	
India	IDEA Cellular	IDEA UP West	91	404	56	1217	Edit	
India	IDEA Cellular	IDEA West Bengal	91	405	853	1304	Edit	
India	Mahanagar Telephone Nigam Ltd	MTNL Delhi	91	404	68	413	Edit	
India	Mahanagar Telephone Nigam Ltd	MTNL Mumbai	91	404	69	414	Edit	
India	Ping	Ping India	91	405	24	1615	Edit	
India	Reliance Jio Infocomm	Jio Andhra Pradesh	91	405	854	1583	Edit	
India	Reliance Jio Infocomm	Jio Assam	91	405	855	1584	Edit	
India	Reliance Jio Infocomm	Jio Bihar	91	405	856	1585	Edit	
India	Reliance Jio Infocomm	Jio Dehli	91	405	872	1601	Edit	
India	Reliance Jio Infocomm	Jio Gujarat	91	405	857	1586	Edit	
India	Reliance Jio Infocomm	Jio Haryana	91	405	858	1587	Edit	
India	Reliance Jio Infocomm	Jio Himachal Pradesh	91	405	859	1588	Edit	
India	Reliance Jio Infocomm	Jio Jammu & Kashmir	91	405	860	1589	Edit	
India	Reliance Jio Infocomm	Jio Karnataka	91	405	861	1590	Edit	
India	Reliance Jio Infocomm	Jio Kerala	91	405	862	1591	Edit	
India	Reliance Jio Infocomm	Jio Kolkata	91	405	873	1602	Edit	
India	Reliance Jio Infocomm	Jio Madhya Pradesh	91	405	863	1592	Edit	
India	Reliance Jio Infocomm	Jio Maharashtra	91	405	864	1593	Edit	
India	Reliance Jio Infocomm	Jio Mumbai	91	405	874	1603	Edit	
India	Reliance Jio Infocomm	Jio North East	91	405	865	1594	Edit	
India	Reliance Jio Infocomm	Jio Orissa	91	405	866	1595	Edit	
India	Reliance Jio Infocomm	Jio Punjab	91	405	867	1596	Edit	
India	Reliance Jio Infocomm	Jio Rajasthan	91	405	868	1597	Edit	
India	Reliance Jio Infocomm	Jio Tamil Nadu	91	405	869	1598	Edit	
India	Reliance Jio Infocomm	Jio UP East	91	405	871	1600	Edit	
India	Reliance Jio Infocomm	Jio UP West	91	405	870	1599	Edit	
India	Reliance Jio Infocomm	Jio West Bengal	91	405	840	1582	Edit	
India	Reliance Telecom Ltd	Reliance Andhra Pradesh	91	405	01	1177	Edit	
India	Reliance Telecom Ltd	Reliance Assam	91	404	09	415	Edit	
India	Reliance Telecom Ltd	Reliance Bihar	91	404	36	416	Edit	
India	Reliance Telecom Ltd	Reliance Chennai	91	405	04	1346	Edit	
India	Reliance Telecom Ltd	Reliance Dehli	91	405	05	1173	Edit	
India	Reliance Telecom Ltd	Reliance Gujarat	91	405	06	1178	Edit	
India	Reliance Telecom Ltd	Reliance Haryana	91	405	07	1348	Edit	
India	Reliance Telecom Ltd	Reliance Himachal Pradesh	91	404	18	417	Edit	
India	Reliance Telecom Ltd	Reliance Jammu & Kashmir	91	405	09	1143	Edit	
India	Reliance Telecom Ltd	Reliance Karnataka	91	405	10	1179	Edit	
India	Reliance Telecom Ltd	Reliance Kerala	91	405	11	1180	Edit	
India	Reliance Telecom Ltd	Reliance Kolkata	91	404	83	418	Edit	
India	Reliance Telecom Ltd	Reliance Kolkata	91	405	12	418	Edit	
India	Reliance Telecom Ltd	Reliance Madhya Pradesh	91	404	67	419	Edit	
India	Reliance Telecom Ltd	Reliance Madhya Pradesh	91	405	14	419	Edit	
India	Reliance Telecom Ltd	Reliance Maharashtra	91	405	13	1181	Edit	
India	Reliance Telecom Ltd	Reliance Mobile	91	404	998	420	Edit	
India	Reliance Telecom Ltd	Reliance Mumbai	91	405	15	1182	Edit	
India	Reliance Telecom Ltd	Reliance North East	91	404	50	421	Edit	
India	Reliance Telecom Ltd	Reliance Orissa	91	404	52	1349	Edit	
India	Reliance Telecom Ltd	Reliance Orissa	91	405	17	1349	Edit	
India	Reliance Telecom Ltd	Reliance Punjab	91	405	18	1350	Edit	
India	Reliance Telecom Ltd	Reliance Rajasthan	91	405	19	1345	Edit	
India	Reliance Telecom Ltd	Reliance Tamil Nadu	91	405	20	1351	Edit	
India	Reliance Telecom Ltd	Reliance UP East	91	405	21	1352	Edit	
India	Reliance Telecom Ltd	Reliance UP West	91	405	22	1183	Edit	
India	Reliance Telecom Ltd	Reliance West Bengal	91	404	85	422	Edit	
India	Reliance Telecom Ltd	Reliance West Bengal	91	405	23	422	Edit	
India	STel Private Ltd	Stel Bihar	91	405	882	1150	Edit	
India	Shyam Teleservices	MTS Andhra Pradesh	91	405	887	423	Edit	
India	Shyam Teleservices	MTS Assam	91	405	888	1325	Edit	
India	Shyam Teleservices	MTS Bihar	91	405	889	1326	Edit	
India	Shyam Teleservices	MTS Delhi	91	405	890	1327	Edit	
India	Shyam Teleservices	MTS Gujarat	91	405	891	1328	Edit	
India	Shyam Teleservices	MTS Haryana	91	405	892	1329	Edit	
India	Shyam Teleservices	MTS Himachal Pradesh	91	405	893	1330	Edit	
India	Shyam Teleservices	MTS Jammu & Kashmir	91	405	894	1331	Edit	
India	Shyam Teleservices	MTS Karnataka	91	405	895	1332	Edit	
India	Shyam Teleservices	MTS Kerala	91	405	896	1333	Edit	
India	Shyam Teleservices	MTS Kolkata	91	405	897	1334	Edit	
India	Shyam Teleservices	MTS Madhya Pradesh	91	405	898	1335	Edit	
India	Shyam Teleservices	MTS Maharashtra	91	405	899	1336	Edit	
India	Shyam Teleservices	MTS Mumbai	91	405	900	1337	Edit	
India	Shyam Teleservices	MTS North East	91	405	901	1338	Edit	
India	Shyam Teleservices	MTS Orissa	91	405	902	1339	Edit	
India	Shyam Teleservices	MTS Punjab	91	405	903	1340	Edit	
India	Shyam Teleservices	MTS Tamil Nadu	91	405	904	1341	Edit	
India	Shyam Teleservices	MTS UP East	91	405	905	1342	Edit	
India	Shyam Teleservices	MTS UP West	91	405	906	1343	Edit	
India	Shyam Teleservices	MTS West Bengal	91	405	907	1344	Edit	
India	Spice Communications	Spice Andhra Pradesh	91	405	908	1353	Edit	
India	Spice Communications	Spice Delhi	91	405	909	1354	Edit	
India	Spice Communications	Spice Haryana	91	405	910	1355	Edit	
India	Spice Communications	Spice Karnataka	91	404	44	424	Edit	
India	Spice Communications	Spice Maharashtra	91	405	911	1356	Edit	
India	Spice Communications	Spice Punjab	91	404	14	425	Edit	
India	TATA DoCoMo	DoCoMo Andhra Pradesh	91	405	025	1152	Edit	
India	TATA DoCoMo	DoCoMo Assam	91	405	026	1493	Edit	
India	TATA DoCoMo	DoCoMo Bihar	91	405	027	1153	Edit	
India	TATA DoCoMo	DoCoMo Chennai	91	405	028	1448	Edit	
India	TATA DoCoMo	DoCoMo Delhi	91	405	029	1154	Edit	
India	TATA DoCoMo	DoCoMo Gujarat	91	405	030	1155	Edit	
India	TATA DoCoMo	DoCoMo Haryana	91	405	031	1157	Edit	
India	TATA DoCoMo	DoCoMo Himachal Pradesh	91	405	032	1158	Edit	
India	TATA DoCoMo	DoCoMo Jammu & Kashmir	91	405	033	1494	Edit	
India	TATA DoCoMo	DoCoMo Karnataka	91	405	034	1159	Edit	
India	TATA DoCoMo	DoCoMo Kerala	91	405	035	1160	Edit	
